Year,State_Code,State_Abbr,County_Code,County_Name,Commodity_Code,Commodity_Name,Insurance_Plan,Stage_Code,Col_1,Col_2,Cause_Code,Cause_Name,Month_Code,Month_Name,Col_3,Policies_Earning_Premium,Policies_Indemnified,Net_Planted_Acres,Net_Endorsed_Acres,Liability,Total_Premium,Producer_Premium,Subsidy,State_Private_Subsidy,Additional_Subsidy,EFA_Premium_Discount,Net_Determined_Acres,Indemnity,Loss_Ratio
2003,12,FL,999,All Other Counties            ,9999,All Other Crops               ,30,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,2003,1,1,16.81,0,49271,1985,814,1171,0,0,0,16.81,27414,13.81
2003,12,FL,999,All Other Counties            ,9999,All Other Crops               ,50,,A,  ,51,Flood                                                                                               ,5,MAY,2003,1,1,0,0,6402500,167105,68513,98592,0,0,0,0,1825823,10.93
2004,12,FL,1,Alachua                       ,41,CORN                          ,90,,C,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,1,1,12.35,0,297.35,115.9,0,115.9,0,0,0,12.35,234.65,2.02
2004,12,FL,1,Alachua                       ,41,CORN                          ,90,,C,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,2004,1,1,4,0,124.25,26.75,0,26.75,0,0,0,4,97.25,3.64
2004,12,FL,1,Alachua                       ,41,CORN                          ,90,,C,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2004,1,1,0.65,0,15.65,6.1,0,6.1,0,0,0,0.65,12.35,2.02
2004,12,FL,1,Alachua                       ,75,PEANUTS                       ,90,,C,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,2004,1,1,75,0,8271,343,0,343,0,0,0,75,1525,4.45
2004,12,FL,1,Alachua                       ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2004,1,1,140.2,0,40667,2835,1162,1673,0,0,0,140.2,35775,12.62
2004,12,FL,1,Alachua                       ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,1,1,255.3,0,114656,15119,9374,5745,0,0,0,255.3,70319,4.65
2004,12,FL,9,Brevard                       ,9999,All Other Crops               ,86,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,1,JAN,2004,1,1,52.65,0,74975,4798.5,1967.5,2831,0,0,0,52,59240,12.35
2004,12,FL,9,Brevard                       ,9999,All Other Crops               ,86,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,1,JAN,2004,1,1,52.65,0,74975,4798.5,1967.5,2831,0,0,0,53.3,-52541,-10.95
2004,12,FL,11,Broward                       ,73,NURSERY (FG&C)                ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,2004,1,1,0,0,37490,3075,1385,1690,0,0,0,0,1169,0.38
2004,12,FL,13,Calhoun                       ,11,WHEAT                         ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,2,FEB,2004,1,1,261.6,0,23748,2507,1028,1479,0,0,0,261.6,8745,3.49
2004,12,FL,13,Calhoun                       ,11,WHEAT                         ,90,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,2,FEB,2004,1,1,528.3,0,44648,5198,2130,3068,0,0,0,528.3,34317,6.6
2004,12,FL,13,Calhoun                       ,21,COTTON                        ,44,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,2004,1,1,25,0,5219,2422.5,1090,1332.5,0,0,0,3.3,521,0.22
2004,12,FL,13,Calhoun                       ,21,COTTON                        ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,2004,1,1,25,0,5219,2422.5,1090,1332.5,0,0,0,51.7,6726,2.78
2004,12,FL,13,Calhoun                       ,41,CORN                          ,44,,A,P2,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,2004,1,1,4.9,0,190,101,33,68,0,0,0,4.9,190,1.88
2004,12,FL,13,Calhoun                       ,75,PEANUTS                       ,90,,A,R ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2004,1,1,29.2,0,10685,795,326,469,0,0,0,6.2,496,0.62
2004,12,FL,13,Calhoun                       ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,2004,2,2,906.15,0,254991,32353,14308,18045,0,0,0,906.35,161166,4.98
2004,12,FL,13,Calhoun                       ,75,PEANUTS                       ,90,,A,P2,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,2004,1,1,3.2,0,262,44,15,29,0,0,0,3.2,262,5.95
2004,12,FL,23,Columbia                      ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,2,2,141.25,0,34437,4814,2166,2648,0,0,0,141.25,15129,3.14
2004,12,FL,23,Columbia                      ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,2004,1,1,1718.9,0,405451,39818,16328,23490,0,0,0,1718.9,285971,7.18
2004,12,FL,23,Columbia                      ,75,PEANUTS                       ,90,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,1,1,87,0,24847,3254,1464,1790,0,0,0,87,24441,7.51
2004,12,FL,27,De Soto                       ,73,NURSERY (FG&C)                ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,2003,1,1,0,0,540000,20934,7536,13398,0,0,0,0,33938,1.62
2004,12,FL,27,De Soto                       ,9999,All Other Crops               ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2003,1,1,136.8,0,513547,55283,22666,32617,0,0,0,136.8,371202,6.71
2004,12,FL,33,Escambia                      ,21,COTTON                        ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,2004,1,1,531.6,0,172804,36333,14896,21437,0,0,0,531.6,74533,2.05
2004,12,FL,33,Escambia                      ,21,COTTON                        ,44,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2004,1,1,34,0,8069,2509,1029,1480,0,0,0,34,7475,2.98
2004,12,FL,33,Escambia                      ,21,COTTON                        ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,1,1,110.4,0,31360,6141,2518,3623,0,0,0,110.4,13370,2.18
2004,12,FL,33,Escambia                      ,21,COTTON                        ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2004,1,1,63,0,19064,3270,1341,1929,0,0,0,63,4418,1.35
2004,12,FL,33,Escambia                      ,21,COTTON                        ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,1,1,185,0,35897,4125,1361,2764,0,0,0,185,1719,0.42
2004,12,FL,33,Escambia                      ,21,COTTON                        ,90,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,1,1,50,0,7592,1293,427,866,0,0,0,50,7592,5.87
2004,12,FL,33,Escambia                      ,21,COTTON                        ,44,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,2004,1,1,82.5,0,26393,5511,2259,3252,0,0,0,82.5,25218,4.58
2004,12,FL,33,Escambia                      ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,2004,1,1,27,0,7422,747,306,441,0,0,0,27,1890,2.53
2004,12,FL,33,Escambia                      ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,2004,1,1,53,0,13491,1121,459,662,0,0,0,53,6393,5.7
2004,12,FL,33,Escambia                      ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,2004,1,1,52,0,16522,941,339,602,0,0,0,52,10775,11.45
2004,12,FL,33,Escambia                      ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,2004,1,1,67.95,0,14392.8,808.2,266.85,541.35,0,0,0,67.95,3286.8,4.07
2004,12,FL,33,Escambia                      ,75,PEANUTS                       ,90,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,2004,1,1,18,0,4241,308,111,197,0,0,0,18,4241,13.77
2004,12,FL,33,Escambia                      ,75,PEANUTS                       ,90,,A,R ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2004,1,1,82,0,24283,1767,724,1043,0,0,0,38.8,3104,1.76
2004,12,FL,33,Escambia                      ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,12,DEC,2004,3,3,528.8,0,170681,14997,6149,8848,0,0,0,528.8,31368,2.09
2004,12,FL,33,Escambia                      ,81,SOYBEANS                      ,44,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,12,DEC,2004,1,1,277.65,0,38954,4520.5,1628,2892.5,0,0,0,313.4,44021,9.74
2004,12,FL,33,Escambia                      ,81,SOYBEANS                      ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,12,DEC,2004,1,1,157.75,0,22365,2563.5,923,1640.5,0,0,0,122,8216,3.2
2004,12,FL,33,Escambia                      ,9999,All Other Crops               ,90,,C,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,1,1,5.6,0,174.8,23.6,0,23.6,0,0,0,5.6,174.8,7.41
2004,12,FL,35,Flagler                       ,9999,All Other Crops               ,86,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,2004,1,1,94,0,122490,7839,3213.5,4625.5,0,0,0,121.6,127232,16.23
2004,12,FL,35,Flagler                       ,9999,All Other Crops               ,86,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2004,1,1,15.5,0,30160,2202,903,1299,0,0,0,15.5,25980,11.8
2004,12,FL,35,Flagler                       ,9999,All Other Crops               ,86,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,2004,2,2,197,0,282500,18080,7412.5,10667.5,0,0,0,169.4,113456,6.28
2004,12,FL,39,Gadsden                       ,21,COTTON                        ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,1,1,33.6,0,5655.6,2572.8,1054.8,1518,0,0,0,33.6,2742,1.07
2004,12,FL,39,Gadsden                       ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,2004,1,1,10.5,0,2254.5,225,91.5,133.5,0,0,0,10.2,1108,4.92
2004,12,FL,39,Gadsden                       ,75,PEANUTS                       ,90,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,2004,1,1,9.5,0,1781.5,208,85.5,122.5,0,0,0,9.8,1341,6.45
2004,12,FL,39,Gadsden                       ,86,FRESH MARKET TOMATOES         ,90,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2004,6,6,198.8,0,808829,68752,27922,40830,0,0,0,198.8,281053,4.09
2004,12,FL,39,Gadsden                       ,86,FRESH MARKET TOMATOES         ,90,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,1,1,34.5,0,115565,18258,7485,10773,0,0,0,34.5,55411,3.03
2004,12,FL,41,Gilchrist                     ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,1,1,100,0,22395,4769,2956,1813,0,0,0,100,2766,0.58
2004,12,FL,47,Hamilton                      ,9999,All Other Crops               ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2004,1,1,160.8,0,329640,24723,8159,16564,0,0,0,160.8,143315,5.8
2004,12,FL,49,Hardee                        ,83,PEPPERS                       ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,2003,1,1,77.35,0,335003,43868.5,19741,24127.5,0,0,0,154.7,582040,13.27
2004,12,FL,49,Hardee                        ,83,PEPPERS                       ,50,,A,R ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2003,1,1,77.35,0,335003,43868.5,19741,24127.5,0,0,0,154.7,92820,2.12
2004,12,FL,49,Hardee                        ,83,PEPPERS                       ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,2004,1,1,152.7,0,661344,121423,54640,66783,0,0,0,152.7,648374,5.34
2004,12,FL,49,Hardee                        ,86,FRESH MARKET TOMATOES         ,50,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,2003,1,1,5.3,0,20172,1770,796,974,0,0,0,5.3,19761,11.16
2004,12,FL,49,Hardee                        ,86,FRESH MARKET TOMATOES         ,50,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2004,1,1,71.8,0,273271,35047,15771,19276,0,0,0,71.8,242726,6.93
2004,12,FL,49,Hardee                        ,207,ORANGE TREES                  ,40,,A,1,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,2004,1,1,4865,0,109463,2299,1034,1265,0,0,0,4865,19310,8.4
2004,12,FL,49,Hardee                        ,207,ORANGE TREES                  ,40,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,2004,1,1,750,0,16875,319,144,175,0,0,0,0,6687,20.96
2004,12,FL,51,Hendry                        ,83,PEPPERS                       ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,2004,1,1,96.8,0,391362,73586,30170,43416,0,0,0,96.8,119340,1.62
2004,12,FL,51,Hendry                        ,86,FRESH MARKET TOMATOES         ,50,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2003,1,1,136,0,345168,25498,8415,17083,0,0,0,136,57867,2.27
2004,12,FL,51,Hendry                        ,86,FRESH MARKET TOMATOES         ,50,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,2003,3,3,330.5,0,1070813,142668,57460,85208,0,0,0,330.6,774269,5.43
2004,12,FL,55,Highlands                     ,9999,All Other Crops               ,86,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2004,1,1,17.5,0,38590,4360.5,1962,2398.5,0,0,0,4.8,2320,0.53
2004,12,FL,55,Highlands                     ,9999,All Other Crops               ,86,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2004,1,1,17.5,0,38590,4360.5,1962,2398.5,0,0,0,30.4,53327,12.23
2004,12,FL,57,Hillsborough                  ,83,PEPPERS                       ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,2003,2,2,15.7,0,67998,9930,4468,5462,0,0,0,15.7,49430,4.98
2004,12,FL,57,Hillsborough                  ,83,PEPPERS                       ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2004,11,11,171.4,0,742334,136910,61608,75302,0,0,0,171.4,669169,4.89
2004,12,FL,57,Hillsborough                  ,83,PEPPERS                       ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2003,2,2,422.02,0,1817625.4,259893.2,116305.4,143587.8,0,0,0,422.02,865796.6,3.33
2004,12,FL,57,Hillsborough                  ,83,PEPPERS                       ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,2004,1,1,13.5,0,58469,10735,4831,5904,0,0,0,13.5,12809,1.19
2004,12,FL,57,Hillsborough                  ,83,PEPPERS                       ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2002,1,1,9.8,0,42444,5558,2501,3057,0,0,0,9.8,40417,7.27
2004,12,FL,57,Hillsborough                  ,83,PEPPERS                       ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,2003,2,2,8,0,33439,4080,1760,2320,0,0,0,8,19466,4.77
2004,12,FL,57,Hillsborough                  ,83,PEPPERS                       ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,2004,1,1,577.7,0,2502021,510413,229684,280729,0,0,0,577.7,1553907,3.04
2004,12,FL,57,Hillsborough                  ,83,PEPPERS                       ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2004,1,1,87,0,376797,69180,31131,38049,0,0,0,87,294300,4.25
2004,12,FL,57,Hillsborough                  ,86,FRESH MARKET TOMATOES         ,50,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,2004,1,1,30,0,98970,10540,4322,6218,0,0,0,30,57084,5.42
2004,12,FL,57,Hillsborough                  ,86,FRESH MARKET TOMATOES         ,50,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2004,3,3,32.975,0,116643.1,13705.8,5922.3,7783.5,0,0,0,32.975,64130.25,4.68
2004,12,FL,57,Hillsborough                  ,86,FRESH MARKET TOMATOES         ,50,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2003,2,2,74.35,0,274299,25016,10849,14167,0,0,0,74.35,144913,5.79
2004,12,FL,57,Hillsborough                  ,86,FRESH MARKET TOMATOES         ,50,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,2003,1,1,40.05,0,152431,14816,6667,8149,0,0,0,40.05,74811,5.05
2004,12,FL,57,Hillsborough                  ,86,FRESH MARKET TOMATOES         ,50,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,2004,1,1,6,0,22836,2929,1318,1611,0,0,0,6,21156,7.22
2004,12,FL,57,Hillsborough                  ,86,FRESH MARKET TOMATOES         ,50,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,2003,2,2,171.5,0,565778,45827,18789,27038,0,0,0,171.5,91904,2.01
2004,12,FL,57,Hillsborough                  ,110,STRAWBERRIES                  ,51,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,2004,4,4,33.95,0,239347.5,17170.5,7726.5,9444,0,0,0,35.1,51762,3.01
2004,12,FL,57,Hillsborough                  ,110,STRAWBERRIES                  ,51,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,1,JAN,2004,10,10,190.911,0,1337462.55,97239.75,43425.01,53814.74,0,0,0,190.911,524063.61,5.39
2004,12,FL,57,Hillsborough                  ,110,STRAWBERRIES                  ,51,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,2003,1,1,7.2,0,50760,3807.2,1713.2,2094,0,0,0,7.2,41021.6,10.77
2004,12,FL,57,Hillsborough                  ,110,STRAWBERRIES                  ,51,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,2004,1,1,2.25,0,15862.5,1070.5,481.5,589,0,0,0,1.1,1715,1.6
2004,12,FL,59,Holmes                        ,21,COTTON                        ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,3,3,229.1,0,48176,27209,11683,15526,0,0,0,229.1,37913,1.39
2004,12,FL,59,Holmes                        ,21,COTTON                        ,44,,A,P2,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2004,1,1,22.9,0,2071,1617,663,954,0,0,0,22.9,2071,1.28
2004,12,FL,59,Holmes                        ,21,COTTON                        ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,12,DEC,2004,2,2,80.1,0,17662,7225.7,3087.1,4138.6,0,0,0,80.1,15013.9,2.08
2004,12,FL,59,Holmes                        ,21,COTTON                        ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,2004,1,1,45.12,0,8441.6,5161.6,2116,3045.6,0,0,0,45.12,6444.4,1.25
2004,12,FL,59,Holmes                        ,21,COTTON                        ,44,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,1,1,17,0,3399,2040,836,1204,0,0,0,17,3399,1.67
2004,12,FL,59,Holmes                        ,41,CORN                          ,44,,A,P2,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2004,1,1,13.5,0,772,219,90,129,0,0,0,13.5,772,3.53
2004,12,FL,59,Holmes                        ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2004,2,2,75.05,0,18594,4706,2118,2588,0,0,0,75.05,11893,2.53
2004,12,FL,59,Holmes                        ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,4,4,385.44,0,89564,23473,10339,13134,0,0,0,385.5,51831,2.21
2004,12,FL,59,Holmes                        ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,2004,2,2,269,0,89462,13471,5522,7949,0,0,0,269,56649,4.21
2004,12,FL,59,Holmes                        ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,2004,1,1,55,0,12056,2059,844,1215,0,0,0,55,2880,1.4
2004,12,FL,59,Holmes                        ,81,SOYBEANS                      ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,1,1,40.9,0,3579,1915,785,1130,0,0,0,40.9,2949,1.54
2004,12,FL,59,Holmes                        ,86,FRESH MARKET TOMATOES         ,90,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,2004,2,2,7.6,0,22390,3159,1295,1864,0,0,0,7.6,20579,6.51
2004,12,FL,59,Holmes                        ,86,FRESH MARKET TOMATOES         ,90,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2004,1,1,2.4,0,4347,944,387,557,0,0,0,2.4,3733,3.95
2004,12,FL,61,Indian River                  ,9999,All Other Crops               ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2004,1,1,181.1,0,784344,173654,78144,95510,0,0,0,181.1,770187,4.44
2004,12,FL,61,Indian River                  ,9999,All Other Crops               ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2003,1,1,108.8,0,471213,71884,32348,39536,0,0,0,108.8,353872,4.92
2004,12,FL,63,Jackson                       ,11,WHEAT                         ,90,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2004,1,1,12.5,0,1010,39,16,23,0,0,0,10,205,5.26
2004,12,FL,63,Jackson                       ,11,WHEAT                         ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2004,1,1,36.5,0,2630,418,171,247,0,0,0,36.5,1464,3.5
2004,12,FL,63,Jackson                       ,11,WHEAT                         ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,2004,3,3,30.5,0,2500,95,38,57,0,0,0,33,568,5.98
2004,12,FL,63,Jackson                       ,16,OATS                          ,90,,C,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,2003,1,1,394.4,0,7307,451,0,451,0,0,0,394.4,5586,12.39
2004,12,FL,63,Jackson                       ,21,COTTON                        ,44,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,2004,1,1,24,0,4455,1736,712,1024,0,0,0,24,3947,2.27
2004,12,FL,63,Jackson                       ,21,COTTON                        ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2004,2,2,232.2,0,47462,14646,5460,9186,0,0,0,232.2,35899,2.45
2004,12,FL,63,Jackson                       ,21,COTTON                        ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,23,23,3464.9,0,870558,261799,104336,157463,0,0,0,3464.9,407300,1.56
2004,12,FL,63,Jackson                       ,21,COTTON                        ,44,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2004,1,1,121.1,0,17311,9628,3948,5680,0,0,0,121.1,16344,1.7
2004,12,FL,63,Jackson                       ,21,COTTON                        ,44,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,1,1,12,0,2098,914,375,539,0,0,0,12,1214,1.33
2004,12,FL,63,Jackson                       ,21,COTTON                        ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,2004,1,1,302,0,104323,17980,7372,10608,0,0,0,302,19579,1.09
2004,12,FL,63,Jackson                       ,21,COTTON                        ,44,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,2004,1,1,74.9,0,13756,7365.5,3020,4345.5,0,0,0,84.9,12910,1.75
2004,12,FL,63,Jackson                       ,21,COTTON                        ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,9,9,1202.5,0,283282,115373,50793,64580,0,0,0,1208.3,157582,1.37
2004,12,FL,63,Jackson                       ,21,COTTON                        ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,2004,5,5,416,0,88944,37053,15013,22040,0,0,0,416,34532,0.93
2004,12,FL,63,Jackson                       ,21,COTTON                        ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,2004,1,1,75.7,0,13020,4426,1815,2611,0,0,0,75.7,6973,1.58
2004,12,FL,63,Jackson                       ,21,COTTON                        ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,2004,2,2,401.3,0,84474,38575.5,15816,22759.5,0,0,0,391.3,44507,1.15
2004,12,FL,63,Jackson                       ,21,COTTON                        ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,12,DEC,2004,2,2,73.5,0,14484,6396,2621,3775,0,0,0,73.5,4403,0.69
2004,12,FL,63,Jackson                       ,41,CORN                          ,44,,A,R ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,2004,1,1,8.5,0,951,454,186,268,0,0,0,8.5,172,0.38
2004,12,FL,63,Jackson                       ,41,CORN                          ,44,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,2004,1,1,13.5,0,1710,352,144,208,0,0,0,13.5,1570,4.46
2004,12,FL,63,Jackson                       ,41,CORN                          ,44,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2004,1,1,16,0,3001,502,206,296,0,0,0,16,227,0.45
2004,12,FL,63,Jackson                       ,41,CORN                          ,44,,A,R ,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,2004,1,1,36.5,0,4081,1948,799,1149,0,0,0,36.5,739,0.38
2004,12,FL,63,Jackson                       ,41,CORN                          ,90,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,1,1,5.5,0,429,260,107,153,0,0,0,5.5,263,1.01
2004,12,FL,63,Jackson                       ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2004,3,3,158.3,0,51693,5083.5,2184,2899.5,0,0,0,158.3,34830,6.85
2004,12,FL,63,Jackson                       ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,36,36,2903.225,0,890961.25,92156,39360.125,52795.875,0,0,0,2936.25,446296.75,4.84
2004,12,FL,63,Jackson                       ,75,PEANUTS                       ,90,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,2004,3,3,114.45,0,33387,3487,1516,1971,0,0,0,129.9,34650,9.94
2004,12,FL,63,Jackson                       ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,2004,6,6,267.98,0,76434.2,7592.9,3112.7,4480.2,0,0,0,267.98,42130.4,5.55
2004,12,FL,63,Jackson                       ,75,PEANUTS                       ,90,,A,R ,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,2004,1,1,20,0,5626,449,184,265,0,0,0,20,1600,3.56
2004,12,FL,63,Jackson                       ,75,PEANUTS                       ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,2004,4,4,211.7,0,73760,7056,3159,3897,0,0,0,211.7,24177,3.43
